Wavelength (nm),Current (A)
349.973,7.09444618322222e-09
359.99,1.1641794537777784e-08
370.003,1.7930335416666674e-08
380.013,3.0447945307777774e-08
390.019,4.84856841377778e-08
400.022,6.941233000555554e-08
410.021,9.360631420222225e-08
420.016,1.2193309514444446e-07
430.007,1.4117894247777772e-07
439.994,1.7621525713333344e-07
449.977,2.117333114222222e-07
460.035,2.477229854444444e-07
470.01,2.800606171666668e-07
479.98,3.179615441888889e-07
490.025,3.504556777333335e-07
499.985,3.828945591222222e-07
510.021,4.094557550333333e-07
519.972,4.326091583666666e-07
529.998,4.5286093286666684e-07
540.019,4.644760666333334e-07
550.034,4.7434010346666677e-07
559.965,4.989135238888888e-07
569.97,5.13475860988889e-07
579.97,5.214686080888889e-07
589.964,5.334085363333333e-07
600.032,5.356849478777776e-07
610.014,5.223096359888887e-07
619.991,5.07159357122222e-07
629.962,5.01637086311111e-07
640.006,4.995973417222217e-07
649.964,4.888784339111111e-07
659.996,4.6521317798888874e-07
670.021,4.3745466680000015e-07
680.039,4.100289442666665e-07
690.015,4.325604160666667e-07
700.014,4.248492764888889e-07
710.006,3.9075532593333345e-07
719.99,3.279315169333334e-07
729.968,2.4425801086666667e-07
740.018,1.570641374222223e-07
749.981,8.606811398555558e-08
