Wavelength (nm),Current (A)
349.987,3.5941257498888887e-09
359.993,6.266582545333335e-09
369.995,9.467594212000004e-09
379.994,1.544551069e-08
389.989,2.5956171212222225e-08
399.981,3.901150416333336e-08
409.968,5.430712032e-08
420.032,7.210630583555558e-08
430.012,8.486651812333333e-08
439.988,1.0303857009333329e-07
450.039,1.2629216975555551e-07
460.007,1.5046076609999995e-07
469.97,1.7211708022222225e-07
480.008,1.9762859160000002e-07
489.962,2.2060625958888893e-07
499.991,2.4348748307777774e-07
510.016,2.636529476888889e-07
520.035,2.8081284863333325e-07
529.97,2.963580285333334e-07
539.979,3.057614331444441e-07
549.984,3.151989528666667e-07
559.983,3.3214107994444433e-07
569.976,3.3537084947777764e-07
579.965,3.383248116777777e-07
590.026,3.4441369478888896e-07
600.003,3.467614340999998e-07
609.975,3.39177178488889e-07
620.019,3.27588906288889e-07
629.978,3.2133870994444446e-07
640.011,3.195653049111112e-07
650.037,3.1364921494444434e-07
659.978,2.9532312230000003e-07
669.991,2.6694289281111106e-07
679.998,2.2167054137777768e-07
689.98,2.1324730102222213e-07
699.976,1.6685559111111113e-07
709.965,1.220872316333333e-07
720.026,8.256044699666666e-08
730.001,4.931114982444444e-08
739.969,2.6896601097777775e-08
750.008,1.3384783323333333e-08
