Wavelength (nm),Current (A)
349.99,4.267745591555555e-09
359.996,7.700017942111112e-09
369.998,1.164659586555556e-08
379.997,1.9431122772222213e-08
389.992,3.361312055777778e-08
399.984,5.1037085661111094e-08
409.971,7.21171304411111e-08
420.035,9.672845219000001e-08
430.015,1.1590977763333333e-07
439.991,1.450287886111111e-07
449.963,1.783118266e-07
460.01,2.1334163809999985e-07
469.973,2.440467613888889e-07
480.012,2.788264555444444e-07
489.966,3.09625831711111e-07
499.995,3.392338278333333e-07
510.02,3.6520510503333345e-07
520.039,3.858163995444444e-07
529.974,4.064092815999998e-07
539.984,4.1832705817777775e-07
549.988,4.305788371333333e-07
559.987,4.5218301765555554e-07
569.981,4.6006083009999975e-07
579.969,4.6517256203333356e-07
590.031,4.7408869793333334e-07
600.008,4.772048504444444e-07
609.979,4.663015810888889e-07
620.024,4.496313614000002e-07
629.983,4.385465261888888e-07
640.016,4.3341258420000017e-07
649.963,4.23211924422222e-07
659.983,4.041212352333334e-07
669.997,3.772419678111111e-07
680.004,3.5149882791111096e-07
689.986,4.051336295666668e-07
699.982,4.088731675333336e-07
709.971,4.000118832333333e-07
720.031,3.764450917666666e-07
730.006,3.3724788295555547e-07
739.974,2.817830742e-07
750.014,2.1247733801111118e-07
