Wavelength (nm),Power (W)
350.005,1.1398560314199999e-07
360.018,1.339990954839999e-07
370.028,1.55764412426e-07
380.034,1.9147847858000007e-07
390.036,2.5827227026999993e-07
400.035,3.3518911346e-07
410.031,4.1474930003999995e-07
420.022,4.955999035300001e-07
430.009,5.387594604499997e-07
439.993,6.157799938599999e-07
449.972,7.139973541799999e-07
460.026,8.120595237099997e-07
469.997,8.902827869799999e-07
479.963,9.814151437700002e-07
490.005,1.065282610549999e-06
499.962,1.14453136548e-06
509.993,1.2164185704699999e-06
520.02,1.27101161242e-06
529.963,1.3339471803599997e-06
539.98,1.36606028723e-06
549.992,1.3941416841300002e-06
559.998,1.4074189266100004e-06
570.0,1.4596727709e-06
579.995,1.4675979611200003e-06
589.986,1.4837163922300004e-06
599.97,1.4955656730000007e-06
610.028,1.46142273079e-06
620.001,1.4056883349499997e-06
629.968,1.3726527890900006e-06
640.008,1.3529115671400005e-06
649.963,1.3304449595400004e-06
659.991,1.2777897445099993e-06
670.012,1.2068194883e-06
680.026,1.13762749039e-06
690.032,1.2102209080800005e-06
700.032,1.2524839883300002e-06
710.026,1.2733048271300005e-06
720.012,1.2709446690799996e-06
729.991,1.25388700158e-06
739.964,1.22230972579e-06
750.007,1.18739062032e-06
