Wavelength (nm),Power (W)
350.005,1.1375508400599997e-07
360.018,1.3235844957300001e-07
370.028,1.5547979991300003e-07
380.034,1.8981906800500008e-07
390.036,2.530725950499999e-07
400.035,3.2974780935000004e-07
410.031,4.108621841799998e-07
420.022,4.9900624363e-07
430.009,5.449459242999998e-07
439.993,6.270731040300005e-07
449.972,7.329745347499998e-07
460.026,8.297614465600003e-07
469.997,9.137746943200002e-07
479.963,1.0077599045999993e-06
490.005,1.09010292567e-06
499.962,1.1689684722799996e-06
509.993,1.2421174045700004e-06
520.02,1.29509150834e-06
529.963,1.3535035162700007e-06
539.98,1.3871542438999985e-06
549.992,1.4137959937100003e-06
559.998,1.42572554069e-06
570.0,1.4783585612600004e-06
579.995,1.4914629024899998e-06
589.986,1.5071857563500003e-06
599.97,1.5178317380799983e-06
610.028,1.4878596391299994e-06
620.001,1.4308558900099992e-06
629.968,1.396975975459999e-06
640.008,1.3786698604899994e-06
649.963,1.3550765589599997e-06
659.991,1.3055936090800006e-06
670.012,1.2347908750599996e-06
680.026,1.1679344853499996e-06
690.032,1.261582515889999e-06
700.032,1.3106042382099993e-06
710.026,1.333019327489999e-06
720.012,1.3293898570400004e-06
729.991,1.315876742239999e-06
739.964,1.2907871723100003e-06
750.007,1.2577918983e-06
