Wavelength (nm),Current (A)
349.973,1.1767690016111106e-09
359.99,1.5669445422222215e-09
370.003,2.1004632952222216e-09
380.013,3.1354914987777786e-09
390.019,4.632306494444442e-09
400.022,6.3497761995555554e-09
410.021,8.493735569555553e-09
420.016,1.1292414571333332e-08
430.007,1.3773790124444443e-08
439.994,1.7354751731111114e-08
449.977,2.096421777555556e-08
460.035,2.460377289999999e-08
470.01,2.807909138666666e-08
479.98,3.2100039068888884e-08
490.025,3.5686436972222206e-08
499.985,3.939978697111109e-08
510.021,4.273431686222224e-08
519.972,4.589947628777777e-08
529.998,4.905242510333334e-08
540.019,5.180584909000001e-08
550.034,5.4092535155555543e-08
559.965,5.817443358555555e-08
569.97,6.121771416111114e-08
579.97,6.36634696288889e-08
589.964,6.660127289888888e-08
600.032,6.855876512777775e-08
610.014,6.865101709222224e-08
619.991,6.852164819111111e-08
629.962,6.949411770666667e-08
640.006,7.064494007888887e-08
649.964,6.969249064777777e-08
659.996,6.53387623477778e-08
670.021,5.837518494444445e-08
680.039,5.0261571750000025e-08
690.015,4.6549781477777764e-08
700.014,4.272566478555556e-08
710.006,3.792432100444444e-08
719.99,3.244594362999998e-08
729.968,2.661938199333333e-08
740.018,2.0650174115555555e-08
749.981,1.4802227396666671e-08
