Wavelength (nm),Power (W)
350.005,9.094392198499993e-08
360.018,1.1155125382e-07
370.028,1.3395125221999994e-07
380.034,1.7193740369800003e-07
390.036,2.4118887961499983e-07
400.035,3.113189385300001e-07
410.031,3.925094397499999e-07
420.022,4.7303939867e-07
430.009,5.1760196089e-07
439.993,5.942342300200004e-07
449.972,7.043343004000004e-07
460.026,8.119912939800002e-07
469.997,8.929241867000006e-07
479.963,9.745457276300004e-07
490.005,1.0665662944200002e-06
499.962,1.1461855658899995e-06
509.993,1.2167726181100003e-06
520.02,1.2746099248099997e-06
529.963,1.33778005704e-06
539.98,1.3697920144600012e-06
549.992,1.3995931726499999e-06
559.998,1.4233364181200008e-06
570.0,1.4736524866799993e-06
579.995,1.4817050117299995e-06
589.986,1.4985165824900005e-06
599.97,1.5067180834699997e-06
610.028,1.4751334378699995e-06
620.001,1.4148457705699996e-06
629.968,1.3753072181299996e-06
640.008,1.35761449652e-06
649.963,1.3436626443700005e-06
659.991,1.2925356123e-06
670.012,1.2227494238700004e-06
680.026,1.15008016483e-06
690.032,1.2206157850799997e-06
700.032,1.2615036581499996e-06
710.026,1.2852862352399997e-06
720.012,1.2702403840800002e-06
729.991,1.2520101381299998e-06
739.964,1.2225882091200007e-06
750.007,1.1934330544700005e-06
