Wavelength (nm),Power (W)
350.005,1.0442920675200003e-07
360.018,1.2197186446099994e-07
370.028,1.4148398079599996e-07
380.034,1.7649828478799999e-07
390.036,2.3343560858599993e-07
400.035,3.0618807152e-07
410.031,3.854127519900002e-07
420.022,4.6930907949999974e-07
430.009,5.134482202199997e-07
439.993,5.902036010900001e-07
449.972,6.850263809999997e-07
460.026,7.761128375799996e-07
469.997,8.525580495000003e-07
479.963,9.401316629700005e-07
490.005,1.02286463886e-06
499.962,1.10227084747e-06
509.993,1.1728338137299994e-06
520.02,1.2326835423699997e-06
529.963,1.3014876668900003e-06
539.98,1.3390626685800002e-06
549.992,1.3705345776499993e-06
559.998,1.3849368286899996e-06
570.0,1.4396378349700007e-06
579.995,1.4503007503299995e-06
589.986,1.464473971320001e-06
599.97,1.4743015179499999e-06
610.028,1.446504800209999e-06
620.001,1.3968529781800013e-06
629.968,1.3636639199100008e-06
640.008,1.3454241321499989e-06
649.963,1.3275003397600004e-06
659.991,1.27913467279e-06
670.012,1.21103390412e-06
680.026,1.1421819831800002e-06
690.032,1.2367504365199996e-06
700.032,1.2808841779799997e-06
710.026,1.30772234002e-06
720.012,1.30430059919e-06
729.991,1.2848216602200007e-06
739.964,1.2599454105999996e-06
750.007,1.2238984896499997e-06
