Wavelength (nm),Current (A)
349.973,5.160648403333333e-09
359.99,9.967599149555553e-09
370.003,1.5855371528888882e-08
380.013,2.5697695723333336e-08
390.019,4.3705587957777805e-08
400.022,6.768762536444444e-08
410.021,9.702589480333328e-08
420.016,1.347582723e-07
430.007,1.6240979115555558e-07
439.994,2.0052459545555562e-07
449.977,2.4899387225555553e-07
460.035,2.9835322798888897e-07
470.01,3.431143457888887e-07
479.98,3.918792512222223e-07
490.025,4.4009589617777783e-07
499.985,4.849065547222222e-07
510.021,5.274899842999999e-07
519.972,5.613854826000002e-07
529.998,5.943118751999999e-07
540.019,6.160207864777775e-07
550.034,6.278626542555554e-07
559.965,6.463129996999998e-07
569.97,6.734323622555556e-07
579.97,6.871886491444444e-07
589.964,6.999257379222217e-07
600.032,7.152094585888888e-07
610.014,7.103896082777776e-07
619.991,6.880846250777778e-07
629.962,6.70688094522222e-07
640.006,6.651639699666666e-07
649.964,6.582748004666666e-07
659.996,6.335221782999996e-07
670.021,5.793466265666668e-07
680.039,4.6383495759999994e-07
690.015,3.1314554666666656e-07
700.014,1.7664523921111105e-07
710.006,9.512805509555554e-08
719.99,5.0229900158888923e-08
729.968,2.5261238884444444e-08
740.018,1.1829514878888883e-08
749.981,5.409380278999997e-09
