Wavelength (nm),Power (W)
349.973,9.386896844999992e-08
359.99,1.1185487682100007e-07
370.003,1.33857258578e-07
380.013,1.6713558920800004e-07
390.019,2.2934478033600007e-07
400.022,3.084283810000002e-07
410.021,3.921922199799996e-07
420.016,4.813502573099998e-07
430.007,5.320345840999998e-07
439.994,6.137714885399998e-07
449.977,7.172903210200003e-07
460.035,8.183628105100001e-07
470.01,9.037535062699998e-07
479.98,1.0017636174099999e-06
490.025,1.0955049540499994e-06
499.985,1.1814295499300006e-06
510.021,1.2586959344099989e-06
519.972,1.3256266453300003e-06
529.998,1.3903472739999994e-06
540.019,1.43378204088e-06
550.034,1.4533146162400006e-06
559.965,1.4962097725800006e-06
569.97,1.5510011382600003e-06
579.97,1.5680090155099996e-06
589.964,1.5854499520100005e-06
600.032,1.6085800694299992e-06
610.014,1.5860514975999995e-06
619.991,1.5288784839799998e-06
629.962,1.4798630195599993e-06
640.006,1.4523896159100003e-06
649.964,1.4267211599999997e-06
659.996,1.3681773913799999e-06
670.021,1.2883855425199998e-06
680.039,1.20804993205e-06
690.015,1.2356080498000001e-06
700.014,1.28474411774e-06
710.006,1.3206663857099994e-06
719.99,1.3332998389300005e-06
729.968,1.3197435390700012e-06
740.018,1.2998703198500002e-06
749.981,1.2749556634700002e-06
