Wavelength (nm),Current (A)
349.99,5.162423493888889e-09
359.996,9.249413876777775e-09
369.998,1.424690856666666e-08
379.997,2.3475827141111115e-08
389.992,4.071062705333335e-08
399.984,6.214067678444444e-08
409.971,8.838886467555554e-08
420.035,1.2106788648888893e-07
430.015,1.4322815388888886e-07
439.991,1.7550218034444438e-07
449.963,2.1524634147777776e-07
460.01,2.563294865999999e-07
469.973,2.9159982390000007e-07
480.012,3.3337026299999987e-07
489.966,3.7055873737777783e-07
499.995,4.0652878894444436e-07
510.02,4.374841573333333e-07
520.039,4.632243119333334e-07
529.974,4.873074382555556e-07
539.984,5.009671131333331e-07
549.988,5.139787481555554e-07
559.987,5.383866855666666e-07
569.981,5.452249272777779e-07
579.969,5.500592565555554e-07
590.031,5.589331107555553e-07
600.008,5.586537508555556e-07
609.979,5.415247662999999e-07
620.024,5.184952534888889e-07
629.983,5.052018742888888e-07
640.016,4.997267738666665e-07
649.963,4.874595445666665e-07
659.983,4.6099436864444407e-07
669.997,4.188907092888889e-07
680.004,3.653033384111112e-07
689.986,3.7568998995555545e-07
699.982,3.14446990188889e-07
709.971,2.3974189752222223e-07
720.031,1.592598705888889e-07
730.006,9.314708982666665e-08
739.974,4.8457606573333325e-08
750.014,2.2321319474444443e-08
