Wavelength (nm),Power (W)
349.989,1.0375461741499988e-07
359.994,1.27839510777e-07
369.997,1.5869277219999988e-07
379.995,2.1110497017899975e-07
389.991,2.9825336844999997e-07
399.982,3.9516247395000004e-07
409.97,4.978464915000003e-07
420.034,6.0212728353e-07
430.014,6.555213232299998e-07
439.989,7.560392533000001e-07
449.961,8.7580178679e-07
460.008,9.937446919100007e-07
469.972,1.0956608895599998e-06
480.01,1.2093527499399997e-06
489.964,1.3124057278200002e-06
499.993,1.4126508625399997e-06
510.018,1.4985046618600012e-06
520.037,1.5749921475700004e-06
529.972,1.65043333865e-06
539.982,1.6892794149099998e-06
549.986,1.7312474614299996e-06
559.985,1.8014868679200005e-06
569.979,1.8160699870299997e-06
579.967,1.8184575948700006e-06
590.029,1.830285043300001e-06
600.006,1.82478416659e-06
609.977,1.7766627692799999e-06
620.021,1.69452699953e-06
629.981,1.6503532322999988e-06
640.013,1.6171157199000006e-06
650.039,1.5721867368000018e-06
659.98,1.5032562799399999e-06
669.994,1.4170704730799996e-06
680.001,1.3319992768699996e-06
689.983,1.4378902989099995e-06
699.979,1.4671871053799996e-06
709.968,1.4769454208599991e-06
720.029,1.4540205312600008e-06
730.004,1.4212453890499998e-06
739.972,1.3898062752199997e-06
750.011,1.3494258001300009e-06
