Wavelength (nm),Current (A)
349.973,9.354678759666669e-09
359.99,1.5567787134444447e-08
370.003,2.4270576893333333e-08
380.013,4.158341849222224e-08
390.019,6.701578167333333e-08
400.022,9.76766095711111e-08
410.021,1.3421124337777772e-07
420.016,1.7481301185555556e-07
430.007,1.9839463834444445e-07
439.994,2.4353383910000004e-07
449.977,2.905359244e-07
460.035,3.3830095473333325e-07
470.01,3.821601968111113e-07
479.98,4.3295215683333336e-07
490.025,4.7497320543333327e-07
499.985,5.169121773888888e-07
510.021,5.501418182444444e-07
519.972,5.804636578888887e-07
529.998,6.055854733444446e-07
540.019,6.184718306333333e-07
550.034,6.277014668444445e-07
559.965,6.568556504444444e-07
569.97,6.717927890000001e-07
579.97,6.784253225888886e-07
589.964,6.916592046666663e-07
600.032,6.921334435444446e-07
610.014,6.720860094e-07
619.991,6.514747931555558e-07
629.962,6.478369839555556e-07
640.006,6.439148060333334e-07
649.964,6.276944059666668e-07
659.996,5.945899342888886e-07
670.021,5.479775169000001e-07
680.039,4.856911304111112e-07
690.015,4.868394130666663e-07
700.014,4.194858163666666e-07
710.006,3.3003383052222214e-07
719.99,2.3378123017777782e-07
729.968,1.4791243481111107e-07
740.018,8.243272630333329e-08
749.981,4.001594912444444e-08
