Wavelength (nm),Current (A)
349.973,5.073818893777777e-09
359.99,9.42156504677778e-09
370.003,1.4881527283333327e-08
380.013,2.4174575274444452e-08
390.019,4.163439847888888e-08
400.022,6.495091545333334e-08
410.021,9.292467039000003e-08
420.016,1.2706294414444444e-07
430.007,1.5160510368888892e-07
439.994,1.8674556942222218e-07
449.977,2.3217927799999998e-07
460.035,2.784006987444444e-07
470.01,3.219504509555556e-07
479.98,3.687179589444445e-07
490.025,4.1547444554444443e-07
499.985,4.576898495666668e-07
510.021,4.975187147888888e-07
519.972,5.294331651444442e-07
529.998,5.621951320333331e-07
540.019,5.847877989666666e-07
550.034,5.977076144111112e-07
559.965,6.181790377999997e-07
569.97,6.446206029000001e-07
579.97,6.549197392777774e-07
589.964,6.675354809000002e-07
600.032,6.853969129111109e-07
610.014,6.836825089777778e-07
619.991,6.633998859666667e-07
629.962,6.476363494999998e-07
640.006,6.409001011555554e-07
649.964,6.309183252444444e-07
659.996,6.039610888777777e-07
670.021,5.513288741e-07
680.039,4.4669292977777786e-07
690.015,3.255225716333334e-07
700.014,2.424370876777777e-07
710.006,1.9382731821111112e-07
719.99,1.6087380858888886e-07
729.968,1.3246439436666668e-07
740.018,1.0337392304444442e-07
749.981,7.303592411444442e-08
