Wavelength (nm),Current (A)
350.005,5.4803218054444425e-09
360.018,9.475781448222224e-09
370.028,1.420457716999999e-08
380.034,2.2824090136666664e-08
390.036,3.998696179444444e-08
400.035,6.187626892888887e-08
410.031,8.736846222777784e-08
420.022,1.1625683567777778e-07
430.009,1.3517651015555553e-07
439.993,1.6538427761111116e-07
449.972,2.043768249222222e-07
460.026,2.4527614481111105e-07
469.997,2.812451290666667e-07
479.963,3.2272132228888863e-07
490.005,3.619890334333334e-07
499.962,3.984393675999999e-07
509.993,4.32201334122222e-07
520.02,4.6029033025555564e-07
529.963,4.867979531555555e-07
539.98,5.025024291444444e-07
549.992,5.170794852333334e-07
559.998,5.271533679777776e-07
570.0,5.545120424555554e-07
579.995,5.636527866777778e-07
589.986,5.719465154222221e-07
599.97,5.768043788111109e-07
610.028,5.652200173777777e-07
620.001,5.431098852777777e-07
629.968,5.295063569444442e-07
640.008,5.268497953777778e-07
649.963,5.230645650999999e-07
659.991,5.063446823777778e-07
670.012,4.770277219222224e-07
680.026,4.3756255495555566e-07
690.032,4.270472643e-07
700.032,3.67779264433333e-07
710.026,2.7513532581111123e-07
720.012,1.778075122666667e-07
729.991,1.0273910019777777e-07
739.964,5.4510141255555556e-08
750.007,2.6452530452222223e-08
