Wavelength (nm),Current (A)
349.973,1.7661101902222217e-09
359.99,2.4601864653333333e-09
370.003,3.5539989674444426e-09
380.013,5.957336469444444e-09
390.019,9.709200290222213e-09
400.022,1.455141318444444e-08
410.021,2.076884924444443e-08
420.016,2.867989501555556e-08
430.007,3.497748876444444e-08
439.994,4.5261268631111104e-08
449.977,5.614929001666665e-08
460.035,6.737393300666665e-08
470.01,7.813557308333332e-08
479.98,9.03631233544444e-08
490.025,1.0122796768222217e-07
499.985,1.1221730363333334e-07
510.021,1.2144410300000002e-07
519.972,1.3063668631111105e-07
529.998,1.386440597555555e-07
540.019,1.4457830638888893e-07
550.034,1.5073269622222228e-07
559.965,1.596873961222222e-07
569.97,1.687345598555556e-07
579.97,1.7399201008888888e-07
589.964,1.8094129575555555e-07
600.032,1.8371080698888882e-07
610.014,1.7985223287777776e-07
619.991,1.7453602218888885e-07
629.962,1.7184547436666668e-07
640.006,1.696225703999999e-07
649.964,1.643346499888889e-07
659.996,1.5485199118888883e-07
670.021,1.4420283970000003e-07
680.039,1.3427474890000002e-07
690.015,1.3541814605555557e-07
700.014,1.397194543111111e-07
710.006,1.3759025957777779e-07
719.99,1.297964340777778e-07
729.968,1.1623506015555552e-07
740.018,9.741590838444438e-08
749.981,7.287467712222221e-08
