Wavelength (nm),Power (W)
349.973,1.1651688885799993e-07
359.99,1.4433289828199998e-07
370.003,1.8520550276700005e-07
380.013,2.5919438555e-07
390.019,3.5370202031000005e-07
400.022,4.5184244382999993e-07
410.021,5.585365283799998e-07
420.016,6.681921175500005e-07
430.007,7.140280294999999e-07
439.994,8.285205203100007e-07
449.977,9.416685696599999e-07
460.035,1.04772757476e-06
470.01,1.1398334757600002e-06
479.98,1.2533767710699997e-06
490.025,1.3385849080499994e-06
499.985,1.4307600929399997e-06
510.021,1.4938328872199994e-06
519.972,1.5620205084900008e-06
529.998,1.6133281707099997e-06
540.019,1.63117308893e-06
550.034,1.6466896932000006e-06
559.965,1.7107821115099994e-06
569.97,1.7358716989799983e-06
579.97,1.73857601252e-06
589.964,1.76030376556e-06
600.032,1.7410008952800006e-06
610.014,1.6794725481299996e-06
619.991,1.6178481234500004e-06
629.962,1.5779509231999986e-06
640.006,1.5431507278699992e-06
649.964,1.4934796837399994e-06
659.996,1.4077903483599996e-06
670.021,1.31765293986e-06
680.039,1.23998534091e-06
690.015,1.40140547045e-06
700.014,1.4422583541700008e-06
710.006,1.4555238505399992e-06
719.99,1.4457445825899999e-06
729.968,1.4188672395399993e-06
740.018,1.3901395311299996e-06
749.981,1.3520267315699994e-06
