Wavelength (nm),Current (A)
349.973,5.2714414095555555e-09
359.99,9.932281908333337e-09
370.003,1.584323730111112e-08
380.013,2.566492152888889e-08
390.019,4.355210785222222e-08
400.022,6.74849038111111e-08
410.021,9.624174172888888e-08
420.016,1.3126391578888894e-07
430.007,1.5639008346666655e-07
439.994,1.927089725444445e-07
449.977,2.3881187857777773e-07
460.035,2.8584377073333327e-07
470.01,3.3008868974444436e-07
479.98,3.77530243677778e-07
490.025,4.2615644082222203e-07
499.985,4.690102253999998e-07
510.021,5.108089706555555e-07
519.972,5.44504732522222e-07
529.998,5.774002923111108e-07
540.019,6.001521031222221e-07
550.034,6.120204416666666e-07
559.965,6.327153391111111e-07
569.97,6.628020652111109e-07
579.97,6.757915268888891e-07
589.964,6.88058971311111e-07
600.032,7.036160553888883e-07
610.014,6.995809226333338e-07
619.991,6.797814198888888e-07
629.962,6.656635654777779e-07
640.006,6.632576269222219e-07
649.964,6.593481545777775e-07
659.996,6.397287639111109e-07
670.021,6.054105811444445e-07
680.039,5.496629905555553e-07
690.015,4.6264867039999984e-07
700.014,3.4740485750000005e-07
710.006,2.6642950636666663e-07
719.99,2.2118627361111097e-07
729.968,1.8825468977777784e-07
740.018,1.5379733827777775e-07
749.981,1.1462223684444444e-07
