Wavelength (nm),Current (A)
349.989,3.060865971777778e-09
359.994,5.0066066727777765e-09
369.997,7.364804300555555e-09
379.995,1.1930187528888888e-08
389.991,2.0223608684444447e-08
399.982,3.070560843111113e-08
409.97,4.315976497666665e-08
420.034,5.7702404403333345e-08
430.014,6.759753982888886e-08
439.989,8.342704893000001e-08
449.961,1.0263122162444444e-07
460.008,1.2265033653333337e-07
469.972,1.3984805608888892e-07
480.01,1.5929255854444446e-07
489.964,1.7666833941111116e-07
499.993,1.9370523735555549e-07
510.018,2.093964466555556e-07
520.037,2.2260507922222216e-07
529.972,2.3470473421111113e-07
539.982,2.417204636888889e-07
549.986,2.4910382714444436e-07
559.985,2.611743497222223e-07
569.979,2.6519906018888877e-07
579.967,2.683537508888889e-07
590.029,2.738017340666665e-07
600.006,2.7739664656666657e-07
609.977,2.706281145111111e-07
620.021,2.615711731111111e-07
629.981,2.567270254888888e-07
640.013,2.553061564666666e-07
650.039,2.5085532339999997e-07
659.98,2.3999115016666666e-07
669.994,2.2615736826666658e-07
680.001,2.135696043444444e-07
689.983,2.5304176620000004e-07
699.979,2.569507126888889e-07
709.968,2.543499053666667e-07
720.029,2.4160985603333335e-07
730.004,2.1868267480000002e-07
739.972,1.8196706599999995e-07
750.011,1.3794917554444444e-07
