Wavelength (nm),Power (W)
349.973,1.1334994666800001e-07
359.99,1.4117625347799997e-07
370.003,1.8229946696000004e-07
380.013,2.5720941852e-07
390.019,3.5197671615000006e-07
400.022,4.5217554388999996e-07
410.021,5.584876425100002e-07
420.016,6.690156337399998e-07
430.007,7.134427491899998e-07
439.994,8.286656526499999e-07
449.977,9.419262903000004e-07
460.035,1.0500672160699999e-06
470.01,1.1448540803000001e-06
479.98,1.2590348933799993e-06
490.025,1.3455163520100004e-06
499.985,1.4371019818800012e-06
510.021,1.5001199369299998e-06
519.972,1.5664654558099995e-06
529.998,1.6195406408100004e-06
540.019,1.6353100443600003e-06
550.034,1.6531322605000002e-06
559.965,1.7203803779299993e-06
569.97,1.7459149072299998e-06
579.97,1.7486985207199998e-06
589.964,1.7718784782599978e-06
600.032,1.7527428572099993e-06
610.014,1.6908882027000003e-06
619.991,1.6267753188199991e-06
629.962,1.586257849350001e-06
640.006,1.55061743894e-06
649.964,1.501498705410001e-06
659.996,1.4150776121400011e-06
670.021,1.321753205079999e-06
680.039,1.2434986473800003e-06
690.015,1.4232483089900014e-06
700.014,1.468661483220001e-06
710.006,1.4777999712300004e-06
719.99,1.4647176089899999e-06
729.968,1.4376143314700004e-06
740.018,1.4056759846900007e-06
749.981,1.36551940619e-06
