Wavelength (nm),Power (W)
350.005,1.1439034711299999e-07
360.018,1.3144379536999997e-07
370.028,1.5225972128099999e-07
380.034,1.8870410145099993e-07
390.036,2.538888141600001e-07
400.035,3.281526831099998e-07
410.031,4.1135632619999984e-07
420.022,4.979203270599997e-07
430.009,5.3976276238e-07
439.993,6.169490254500001e-07
449.972,7.155367910600004e-07
460.026,8.090139986399996e-07
469.997,8.871161926899998e-07
479.963,9.8154339297e-07
490.005,1.06477480891e-06
499.962,1.1452086531999997e-06
509.993,1.21904694908e-06
520.02,1.2754149174000002e-06
529.963,1.3358768399500008e-06
539.98,1.370999809230001e-06
549.992,1.4021338649100006e-06
559.998,1.4171275262299996e-06
570.0,1.47122217977e-06
579.995,1.4797276412699992e-06
589.986,1.4977504451800006e-06
599.97,1.50999924923e-06
610.028,1.4759211058199994e-06
620.001,1.4251048367600004e-06
629.968,1.3912088297600002e-06
640.008,1.367471292629999e-06
649.963,1.3472968055000007e-06
659.991,1.2974712410200004e-06
670.012,1.22856888366e-06
680.026,1.1566884836099994e-06
690.032,1.23051897618e-06
700.032,1.27585345806e-06
710.026,1.2957487905399995e-06
720.012,1.29646106928e-06
729.991,1.2757648272299992e-06
739.964,1.2506178626300002e-06
750.007,1.2131473692399999e-06
