Wavelength (nm),Current (A)
349.99,6.491669779222221e-09
359.996,1.206456650333333e-08
369.998,1.867367485444445e-08
379.997,3.057383345888888e-08
389.992,5.129955756333332e-08
399.984,7.631776791222221e-08
409.971,1.071022496011111e-07
420.035,1.4347090168888892e-07
430.015,1.6807265186666675e-07
439.991,2.070103244555556e-07
449.963,2.5413047761111103e-07
460.01,3.038932378777777e-07
469.973,3.479604220555555e-07
480.012,3.9958844022222216e-07
489.966,4.467835770222224e-07
499.995,4.926694058777777e-07
510.02,5.329087585777775e-07
520.039,5.670858123222221e-07
529.974,6.008062653888891e-07
539.984,6.225442112333334e-07
549.988,6.427288256555553e-07
559.987,6.771529171000001e-07
569.981,6.892470104999998e-07
579.969,6.973703802666669e-07
590.031,7.120682403555556e-07
600.008,7.204754219888886e-07
609.979,7.048274633222222e-07
620.024,6.81357243322222e-07
629.983,6.687974950444443e-07
640.016,6.661081424888887e-07
649.963,6.566157457333334e-07
659.983,6.274487733222222e-07
669.997,5.635139687777778e-07
680.004,4.1066086340000015e-07
689.986,2.5227068339999994e-07
699.982,1.0228850716444445e-07
709.971,3.5271485157777784e-08
720.031,1.1792499648888885e-08
730.006,4.774586097777779e-09
739.974,2.6221436742222225e-09
750.014,1.888096082666667e-09
