Wavelength (nm),Power (W)
349.973,1.0990675057400004e-07
359.99,1.4665715444500003e-07
370.003,1.7040843317699993e-07
380.013,2.3583888824099984e-07
390.019,3.1692973989000004e-07
400.022,4.028637004399997e-07
410.021,4.943457041900002e-07
420.016,5.907815710900002e-07
430.007,6.369226884300002e-07
439.994,7.385445991000001e-07
449.977,8.401472041699998e-07
460.035,9.342650670500002e-07
470.01,1.0174551337300003e-06
479.98,1.1185514810100001e-06
490.025,1.1983762609500003e-06
499.985,1.2819250855400009e-06
510.021,1.3460994147699997e-06
519.972,1.4053587693700003e-06
529.998,1.4493192253699999e-06
540.019,1.4720320933600005e-06
550.034,1.4885930045500002e-06
559.965,1.5468641322999999e-06
569.97,1.56551615592e-06
579.97,1.5721763332499992e-06
589.964,1.5927214048100004e-06
600.032,1.583564230129999e-06
610.014,1.5295407041200002e-06
619.991,1.4749566747599997e-06
629.962,1.439734281240001e-06
640.006,1.4146725135400006e-06
649.964,1.3691632312599994e-06
659.996,1.29111951139e-06
670.021,1.20855942442e-06
680.039,1.13865048575e-06
690.015,1.224152718570001e-06
700.014,1.2622211499600008e-06
710.006,1.2750100739500003e-06
719.99,1.2695082352799999e-06
729.968,1.2478101564700003e-06
740.018,1.2215049230800004e-06
749.981,1.1882051976000009e-06
