Wavelength (nm),Current (A)
350.005,4.653100042888887e-09
360.018,8.116085002444443e-09
370.028,1.2113115396666667e-08
380.034,1.9273403611111106e-08
390.036,3.3294944505555555e-08
400.035,5.096888251777776e-08
410.031,7.126909375999998e-08
420.022,9.419814879222219e-08
430.009,1.0962913725888887e-07
439.993,1.3388898698888896e-07
449.972,1.656665324e-07
460.026,1.9890567398888892e-07
469.997,2.283019327999999e-07
479.963,2.621660885777777e-07
490.005,2.9407500772222216e-07
499.962,3.244534908444445e-07
509.993,3.53555686211111e-07
520.02,3.7758445655555545e-07
529.963,4.0126618834444455e-07
539.98,4.168296090555556e-07
549.992,4.312348362777777e-07
559.998,4.400274901999998e-07
570.0,4.630024342666665e-07
579.995,4.705044306888886e-07
589.986,4.797826067555556e-07
599.97,4.870901679888888e-07
610.028,4.819563807333332e-07
620.001,4.675146086999999e-07
629.968,4.5854252760000006e-07
640.008,4.5739694856666684e-07
649.963,4.532997930777777e-07
659.991,4.3691900623333324e-07
670.012,4.105978138888888e-07
680.026,3.8095536468888873e-07
690.032,3.8886764205555545e-07
700.032,3.716289935888888e-07
710.026,3.2832347445555557e-07
720.012,2.6294180946666655e-07
729.991,1.8922130493333334e-07
739.964,1.2065730361111112e-07
750.007,6.71897197511111e-08
