Wavelength (nm),Current (A)
349.973,5.54916248422222e-09
359.99,1.0531455810444442e-08
370.003,1.6806026455555548e-08
380.013,2.714506789666667e-08
390.019,4.572060874777779e-08
400.022,7.045041827e-08
410.021,1.0167847700666665e-07
420.016,1.4072870056666667e-07
430.007,1.6945670533333327e-07
439.994,2.1022741331111106e-07
449.977,2.5980467665555554e-07
460.035,3.0979169949999994e-07
470.01,3.571241542888889e-07
479.98,4.0892541722222184e-07
490.025,4.617574644111108e-07
499.985,5.081674379333333e-07
510.021,5.516471422555554e-07
519.972,5.871704953888889e-07
529.998,6.23201543977778e-07
540.019,6.48766644211111e-07
550.034,6.61642138677778e-07
559.965,6.797136073666668e-07
569.97,7.073711177555555e-07
579.97,7.197930446999998e-07
589.964,7.343368376999998e-07
600.032,7.552560382222219e-07
610.014,7.577328967666665e-07
619.991,7.413200776e-07
629.962,7.242142798777781e-07
640.006,7.142956764666665e-07
649.964,7.032802470333333e-07
659.996,6.748330142444444e-07
670.021,6.004634565444443e-07
680.039,4.065834336333334e-07
690.015,1.81973091911111e-07
700.014,7.00623355433333e-08
710.006,2.6172992636666666e-08
719.99,1.0124406808666665e-08
729.968,4.674344243555554e-09
740.018,2.727900243111111e-09
749.981,1.954327240888888e-09
