Wavelength (nm),Power (W)
349.973,7.728181529799999e-08
359.99,9.709077065400001e-08
370.003,1.2175383346600007e-07
380.013,1.5800414324099996e-07
390.019,2.244625110300001e-07
400.022,3.069607688900001e-07
410.021,3.974815477900001e-07
420.016,4.955457468699999e-07
430.007,5.4858812217e-07
439.994,6.336197628799997e-07
449.977,7.408753532400001e-07
460.035,8.440419389599997e-07
470.01,9.337601303800002e-07
479.98,1.0304574661099997e-06
490.025,1.1265554340699997e-06
499.985,1.21267781249e-06
510.021,1.2900841744399999e-06
519.972,1.3541814752400006e-06
529.998,1.4217198674199994e-06
540.019,1.4625347296400002e-06
550.034,1.4841111493699995e-06
559.965,1.52577232083e-06
569.97,1.5847422151000007e-06
579.97,1.60364484315e-06
589.964,1.6218998274700008e-06
600.032,1.6431680791500004e-06
610.014,1.6198534955199996e-06
619.991,1.5644981124000002e-06
629.962,1.51317476872e-06
640.006,1.488297357360001e-06
649.964,1.4628822765600005e-06
659.996,1.40446050126e-06
670.021,1.3169504996200003e-06
680.039,1.2380367070500003e-06
690.015,1.2673199307999998e-06
700.014,1.3198782335100006e-06
710.006,1.3544807331699997e-06
719.99,1.3649051010399997e-06
729.968,1.3532838698700007e-06
740.018,1.328219573829999e-06
749.981,1.3010686114499999e-06
