Wavelength (nm),Power (W)
349.973,1.1081185824500013e-07
359.99,1.3571106954099992e-07
370.003,1.7264198654199997e-07
380.013,2.3851626160299993e-07
390.019,3.2268584746000004e-07
400.022,4.1166782060000004e-07
410.021,5.074610337000001e-07
420.016,6.057380727900001e-07
430.007,6.4676385307e-07
439.994,7.482028098599998e-07
449.977,8.512211041500006e-07
460.035,9.501366523199998e-07
470.01,1.03323279551e-06
479.98,1.1363040436400003e-06
490.025,1.2141337571900004e-06
499.985,1.2984517849299996e-06
510.021,1.3599719239100012e-06
519.972,1.4210048073400003e-06
529.998,1.4711015552300004e-06
540.019,1.492237130929999e-06
550.034,1.50653364298e-06
559.965,1.5674501634200004e-06
569.97,1.5928718635700008e-06
579.97,1.6031675352500001e-06
589.964,1.6223382840399995e-06
600.032,1.6110836651100002e-06
610.014,1.5585875576299997e-06
619.991,1.49993462966e-06
629.962,1.4625091478600004e-06
640.006,1.4331869709400006e-06
649.964,1.3867291238299996e-06
659.996,1.3057498937800001e-06
670.021,1.2222653671599992e-06
680.039,1.1505042760900007e-06
690.015,1.2326274952199998e-06
700.014,1.2668669575300004e-06
710.006,1.2838255440400005e-06
719.99,1.28011700666e-06
729.968,1.260195107889999e-06
740.018,1.2337771483100004e-06
749.981,1.203795581169999e-06
