Wavelength (nm),Power (W)
349.989,8.396187638300008e-08
359.994,1.0060170197000005e-07
369.997,1.1833728546099992e-07
379.995,1.4646367653199998e-07
389.991,1.9211730360700018e-07
399.982,2.4406068730800006e-07
409.97,2.9916707875e-07
420.034,3.5665450653e-07
430.014,3.871137895100001e-07
439.989,4.457006740600001e-07
449.961,5.147027786600001e-07
460.008,5.8296641347e-07
469.972,6.408924685099999e-07
480.01,7.082512519000001e-07
489.964,7.672042966199997e-07
499.993,8.245750746199992e-07
510.018,8.734589465500001e-07
520.037,9.160649654199991e-07
529.972,9.603075505499999e-07
539.982,9.8286752033e-07
549.986,1.0040509337500003e-06
559.985,1.0386183675499998e-06
569.979,1.0456611926999995e-06
579.967,1.0487665065399999e-06
590.029,1.0563622930800002e-06
600.006,1.0514943156500006e-06
609.977,1.0201802146499995e-06
620.021,9.739866100799993e-07
629.981,9.477613233400001e-07
640.013,9.302098430400001e-07
650.039,9.043654642599998e-07
659.98,8.628614400799995e-07
669.994,8.128532547700004e-07
680.001,7.615182809600001e-07
689.983,8.983832841399999e-07
699.979,9.155032211099994e-07
709.968,9.190761852099995e-07
720.029,9.054524238799994e-07
730.004,8.824195777100009e-07
739.972,8.594330090800006e-07
750.011,8.315756651299999e-07
