Wavelength (nm),Current (A)
349.99,3.7811917134444436e-09
359.996,6.716368582222221e-09
369.998,1.0362627894666666e-08
379.997,1.684209384333333e-08
389.992,2.803104017333332e-08
399.984,4.2848387763333355e-08
409.971,6.002335186111112e-08
420.035,8.047863411555558e-08
430.015,9.319847227222224e-08
439.991,1.1518925546666666e-07
449.963,1.4183217941111108e-07
460.01,1.698346960333333e-07
469.973,1.957782590444444e-07
480.012,2.2511154998888888e-07
489.966,2.520150182000001e-07
499.995,2.751555485222222e-07
510.02,2.9492562952222226e-07
520.039,3.122878612555557e-07
529.974,3.309880905777777e-07
539.984,3.400250622777777e-07
549.988,3.4850136731111103e-07
559.987,3.649333556333334e-07
569.981,3.6940488415555564e-07
579.969,3.7181184823333336e-07
590.031,3.7667328698888884e-07
600.008,3.7736230692222214e-07
609.979,3.6803557549999984e-07
620.024,3.5490968065555564e-07
629.983,3.5436982791111107e-07
640.016,3.4770358873333324e-07
649.963,3.402305682666668e-07
659.983,3.196333428888888e-07
669.997,2.8038066096666665e-07
680.004,2.1607594780000002e-07
689.986,1.8827412886666666e-07
699.982,1.2719741393333326e-07
709.971,8.11219763222222e-08
720.031,4.7843214648888895e-08
730.006,2.673923025e-08
739.974,1.3533291167777776e-08
750.014,6.629417086333333e-09
