Wavelength (nm),Current (A)
350.005,6.094811611444445e-09
360.018,1.0479061059888889e-08
370.028,1.550430615444444e-08
380.034,2.482969501888889e-08
390.036,4.290249074e-08
400.035,6.600504161555552e-08
410.031,9.329652595222219e-08
420.022,1.2505430124444445e-07
430.009,1.472418915444444e-07
439.993,1.8093581155555565e-07
449.972,2.2466795414444448e-07
460.026,2.69238754611111e-07
469.997,3.075872635666668e-07
479.963,3.508660750666664e-07
490.005,3.904498547777779e-07
499.962,4.270591795999998e-07
509.993,4.6156871271111106e-07
520.02,4.896109087666666e-07
529.963,5.176538011888888e-07
539.98,5.359319336444443e-07
549.992,5.510206921777777e-07
559.998,5.609410899999999e-07
570.0,5.876945559111109e-07
579.995,5.951243766111111e-07
589.986,6.055910141777776e-07
599.97,6.147209241555553e-07
610.028,6.092575921111112e-07
620.001,5.92226820511111e-07
629.968,5.834876891999999e-07
640.008,5.823199732888888e-07
649.963,5.754426314999999e-07
659.991,5.488840352333332e-07
670.012,5.021566639555556e-07
680.026,4.4274460710000006e-07
690.032,4.244837755555554e-07
700.032,3.650647046222222e-07
710.026,2.839357646e-07
720.012,1.9596521666666658e-07
729.991,1.2028578750000005e-07
739.964,6.534404325333333e-08
750.007,3.1066104186666674e-08
