Wavelength (nm),Power (W)
349.973,9.187835750599997e-08
359.99,1.1068300277899997e-07
370.003,1.3332596189900004e-07
380.013,1.6843924235599998e-07
390.019,2.3376747445100013e-07
400.022,3.121499874400004e-07
410.021,3.9919859981e-07
420.016,4.907974462499997e-07
430.007,5.427257869900002e-07
439.994,6.260718018600002e-07
449.977,7.288578353899999e-07
460.035,8.321118829800001e-07
470.01,9.183390863700007e-07
479.98,1.0161974108699996e-06
490.025,1.1119380580200002e-06
499.985,1.1981683124399996e-06
510.021,1.2777146235700007e-06
519.972,1.3420287809299999e-06
529.998,1.4091077195900003e-06
540.019,1.4498122970900003e-06
550.034,1.4720964963899999e-06
559.965,1.5147741538099999e-06
569.97,1.5758825895899996e-06
579.97,1.5928637929500006e-06
589.964,1.6136705448899997e-06
600.032,1.63592281468e-06
610.014,1.6138327100899985e-06
619.991,1.5552685363399988e-06
629.962,1.5073616162200012e-06
640.006,1.477573222860001e-06
649.964,1.4536656873799996e-06
659.996,1.3941083233900004e-06
670.021,1.3095619283400002e-06
680.039,1.2288548845699998e-06
690.015,1.2527479328100001e-06
700.014,1.3078244472699999e-06
710.006,1.3434129431100005e-06
719.99,1.3547271470300005e-06
729.968,1.3445763562199997e-06
740.018,1.3198141783200002e-06
749.981,1.2942163749899998e-06
