Wavelength (nm),Power (W)
349.987,1.03288897899e-07
359.993,1.1439712271499995e-07
369.995,1.3040324163100003e-07
379.994,1.57081635314e-07
389.989,2.0105667330999998e-07
399.981,2.513844026499999e-07
409.968,3.050149733899999e-07
420.032,3.6063098480999997e-07
430.012,3.895167651799999e-07
439.988,4.4596601485e-07
450.039,5.125663490699998e-07
460.007,5.791352036600001e-07
469.97,6.369830595000002e-07
480.008,7.033381919799993e-07
489.962,7.638215833899996e-07
499.991,8.195081664299999e-07
510.016,8.648658223500001e-07
520.035,9.039543505100002e-07
529.97,9.502989527599999e-07
539.979,9.7348753689e-07
549.984,9.905139452300001e-07
559.983,1.0229152018700004e-06
569.976,1.0287849443099995e-06
579.965,1.0301498926500004e-06
590.026,1.0423018423799998e-06
600.003,1.0340906228300006e-06
609.975,1.00412673218e-06
620.019,9.6464120904e-07
629.978,9.390019070299997e-07
640.011,9.237847373699996e-07
650.037,8.966573702299999e-07
659.978,8.550033860199997e-07
669.991,8.073913562699995e-07
679.998,7.5852383185e-07
689.98,8.919350195899995e-07
699.976,9.0789251539e-07
709.965,9.118256982700004e-07
720.026,8.961374857100001e-07
730.001,8.757243352700003e-07
739.969,8.513993114800002e-07
750.008,8.2449759758e-07
