Wavelength (nm),Current (A)
349.973,5.0894307576666665e-09
359.99,9.597869021444446e-09
370.003,1.5264632758888885e-08
380.013,2.4743151865555547e-08
390.019,4.220636187444442e-08
400.022,6.55438614e-08
410.021,9.354941123666666e-08
420.016,1.2733139618888885e-07
430.007,1.521662283e-07
439.994,1.8740452873333334e-07
449.977,2.3236708239999997e-07
460.035,2.7820624632222223e-07
470.01,3.227028515555555e-07
479.98,3.69435928888889e-07
490.025,4.163812981333334e-07
499.985,4.586001459555552e-07
510.021,5.01166434222222e-07
519.972,5.32506891822222e-07
529.998,5.628138038111113e-07
540.019,5.848334317111111e-07
550.034,5.981485445777775e-07
559.965,6.186449357222221e-07
569.97,6.473359425999999e-07
579.97,6.584000883555553e-07
589.964,6.707254748444444e-07
600.032,6.850411579333335e-07
610.014,6.807000896444447e-07
619.991,6.594420776888891e-07
629.962,6.445329644666666e-07
640.006,6.411589807999998e-07
649.964,6.367570335888885e-07
659.996,6.12885132888889e-07
670.021,5.592070356555555e-07
680.039,4.5046679704444436e-07
690.015,3.141087958222222e-07
700.014,1.9678955953333333e-07
710.006,1.176127553888889e-07
719.99,6.924153944555556e-08
729.968,3.894140800555555e-08
740.018,2.019062669333333e-08
749.981,9.779270517888887e-09
