Wavelength (nm),Power (W)
350.005,8.875674605700007e-08
360.018,1.0011389007999996e-07
370.028,1.161396724159998e-07
380.034,1.4824225801100007e-07
390.036,2.2496275063999988e-07
400.035,3.214913403e-07
410.031,4.034970437199998e-07
420.022,4.901389530800001e-07
430.009,5.371412107200005e-07
439.993,6.135183656e-07
449.972,7.119250045299993e-07
460.026,8.041810766400001e-07
469.997,8.820266455899998e-07
479.963,9.754315632999996e-07
490.005,1.0563087843299999e-06
499.962,1.1371862220199998e-06
509.993,1.2127523027699996e-06
520.02,1.270517807380001e-06
529.963,1.3330716427800003e-06
539.98,1.3704274920399999e-06
549.992,1.4050215236200007e-06
559.998,1.4200611497300011e-06
570.0,1.4733992543300006e-06
579.995,1.4839215907899995e-06
589.986,1.49777004595e-06
599.97,1.507040491909999e-06
610.028,1.4780897367700003e-06
620.001,1.42420625591e-06
629.968,1.3898027566799994e-06
640.008,1.3701903424300004e-06
649.963,1.3509896627499997e-06
659.991,1.3015249316399997e-06
670.012,1.2308646359900001e-06
680.026,1.16006137573e-06
690.032,1.26320113048e-06
700.032,1.3093512160600008e-06
710.026,1.3343000273600011e-06
720.012,1.3299340338200002e-06
729.991,1.3125874084700006e-06
739.964,1.2858924146100004e-06
750.007,1.2515065338700005e-06
