Wavelength (nm),Power (W)
349.973,1.0235176624699994e-07
359.99,1.2481276289800004e-07
370.003,1.5805049954699995e-07
380.013,2.1815339001399997e-07
390.019,2.953675317600002e-07
400.022,3.8124583334999976e-07
410.021,4.729040346999998e-07
420.016,5.699301234900002e-07
430.007,6.1317313335e-07
439.994,7.136759464400003e-07
449.977,8.152522011099997e-07
460.035,9.153699333400002e-07
470.01,1.0011170092800003e-06
479.98,1.1069778469300005e-06
490.025,1.1919471053599997e-06
499.985,1.2777243382100005e-06
510.021,1.3444839618199994e-06
519.972,1.4098643072999999e-06
529.998,1.4652295737900005e-06
540.019,1.4859337710000003e-06
550.034,1.5061022287599991e-06
559.965,1.573072027590001e-06
569.97,1.60104734847e-06
579.97,1.6123193290599997e-06
589.964,1.6386430099499997e-06
600.032,1.6316390673799992e-06
610.014,1.581551895259999e-06
619.991,1.5213957198100009e-06
629.962,1.4907991704100003e-06
640.006,1.4616057267899988e-06
649.964,1.4152527665300008e-06
659.996,1.3374701006800002e-06
670.021,1.2499553565800007e-06
680.039,1.1785956496000003e-06
690.015,1.2890963768600007e-06
700.014,1.3324615122300005e-06
710.006,1.3486939138600003e-06
719.99,1.3441315018999996e-06
729.968,1.3225935401699992e-06
740.018,1.2951545073699996e-06
749.981,1.2647484231899998e-06
