Wavelength (nm),Power (W)
349.989,9.8030404988e-08
359.994,1.2434113929999997e-07
369.997,1.55402177167e-07
379.995,2.0747515142099993e-07
389.991,2.9522208918e-07
399.982,3.9217482552000007e-07
409.97,4.9432436024e-07
420.034,6.016542960300001e-07
430.014,6.597343375199999e-07
439.989,7.652324166200001e-07
449.961,8.932956416100004e-07
460.008,1.0172752058400004e-06
469.972,1.1216845649500005e-06
480.01,1.2434474781100002e-06
489.964,1.3491881554300001e-06
499.993,1.4509302383999996e-06
510.018,1.5406924569399993e-06
520.037,1.6208746553300003e-06
529.972,1.7011390744900011e-06
539.982,1.7434768275200003e-06
549.986,1.7841022158299994e-06
559.985,1.8595310220999999e-06
569.979,1.8760439918799994e-06
579.967,1.87898060878e-06
590.029,1.8907943019100007e-06
600.006,1.8868990616100013e-06
609.977,1.838494947750001e-06
620.021,1.7643093849199993e-06
629.981,1.7193065053700007e-06
640.013,1.6827603127100008e-06
650.039,1.6395712015700004e-06
659.98,1.5677131312799996e-06
669.994,1.4813453657799999e-06
680.001,1.3935833135399998e-06
689.983,1.5035134731100007e-06
699.979,1.5323809680599997e-06
709.968,1.5401258326699994e-06
720.029,1.51681439658e-06
730.004,1.4849577934299995e-06
739.972,1.4514116373100005e-06
750.011,1.4020954415899995e-06
