Wavelength (nm),Power (W)
349.973,9.321047574799995e-08
359.99,1.1324176316199998e-07
370.003,1.3671438153799999e-07
380.013,1.7304379168999993e-07
390.019,2.3897176702100004e-07
400.022,3.204200007400001e-07
410.021,4.0794248284000013e-07
420.016,5.021154672199998e-07
430.007,5.550669563500001e-07
439.994,6.388070693600001e-07
449.977,7.462897991699999e-07
460.035,8.474864341899995e-07
470.01,9.365969291399992e-07
479.98,1.0346762803699998e-06
490.025,1.12919405671e-06
499.985,1.2134939192000001e-06
510.021,1.2896975977199998e-06
519.972,1.3533199416000007e-06
529.998,1.4188401661400004e-06
540.019,1.4580622489999992e-06
550.034,1.4760365393800006e-06
559.965,1.5177876728999997e-06
569.97,1.5723579821000012e-06
579.97,1.58609482523e-06
589.964,1.606981364859999e-06
600.032,1.62345995589e-06
610.014,1.5963115248500011e-06
619.991,1.5359988964500002e-06
629.962,1.4874000588900007e-06
640.006,1.4585802870299992e-06
649.964,1.4300591777700005e-06
659.996,1.3695055469600006e-06
670.021,1.28423108833e-06
680.039,1.2067310405600006e-06
690.015,1.2779044322999994e-06
700.014,1.3303966972200003e-06
710.006,1.36310022694e-06
719.99,1.37228186819e-06
729.968,1.3582165099299999e-06
740.018,1.3313979571000003e-06
749.981,1.3061593886899995e-06
