Wavelength (nm),Current (A)
349.99,6.6189968862222235e-09
359.996,1.2581201146666665e-08
369.998,1.9454796075555543e-08
379.997,3.183401174555556e-08
389.992,5.340733220777775e-08
399.984,7.913052930666668e-08
409.971,1.099983269777778e-07
420.035,1.4721970279999998e-07
430.015,1.7220414678888898e-07
439.991,2.118198784222223e-07
449.963,2.590356667444443e-07
460.01,3.0894176483333325e-07
469.973,3.528602416888889e-07
480.012,4.0470019336666656e-07
489.966,4.518249092777778e-07
499.995,4.977136033888887e-07
510.02,5.384797026444443e-07
520.039,5.747192610777779e-07
529.974,6.064104493333333e-07
539.984,6.268315107777779e-07
549.988,6.450728516777778e-07
559.987,6.766402466888887e-07
569.981,6.858385944555557e-07
579.969,6.951769150222222e-07
590.031,7.125336800555552e-07
600.008,7.232836193222221e-07
609.979,7.122469811666668e-07
620.024,6.889531760222224e-07
629.983,6.732931491333332e-07
640.016,6.658383157555557e-07
649.963,6.504042291444444e-07
659.983,6.126019138333335e-07
669.997,5.193569511222222e-07
680.004,3.2060294971111127e-07
689.986,1.6574400300000004e-07
699.982,6.345341458333333e-08
709.971,2.3478102729999983e-08
720.031,8.869595513888885e-09
730.006,4.231404164000002e-09
739.974,2.5677052764444432e-09
750.014,1.9465496394444437e-09
