Wavelength (nm),Current (A)
350.005,6.103332276777779e-09
360.018,1.0560101091000001e-08
370.028,1.5657167058888886e-08
380.034,2.4848523806666656e-08
390.036,4.3044976768888895e-08
400.035,6.626748906666666e-08
410.031,9.33460203911111e-08
420.022,1.2504110208888884e-07
430.009,1.4707563229999993e-07
439.993,1.8088485931111106e-07
449.972,2.2420252294444444e-07
460.026,2.6835684347777787e-07
469.997,3.062278781666665e-07
479.963,3.4874475287777767e-07
490.005,3.878004603666665e-07
499.962,4.2285935424444434e-07
509.993,4.558293485222222e-07
520.02,4.819297715666665e-07
529.963,5.077764563666664e-07
539.98,5.25033010877778e-07
549.992,5.402115594111112e-07
559.998,5.491825845555556e-07
570.0,5.754052129777778e-07
579.995,5.833212189888888e-07
589.986,5.935228257555554e-07
599.97,6.017655870111111e-07
610.028,5.945669709000001e-07
620.001,5.742120811444445e-07
629.968,5.60201111888889e-07
640.008,5.558921967111112e-07
649.963,5.496627134111111e-07
659.991,5.295659451999999e-07
670.012,4.956554137444444e-07
680.026,4.5071515076666666e-07
690.032,4.5423408666666677e-07
700.032,4.33489443211111e-07
710.026,4.048052310777777e-07
720.012,3.6449010741111106e-07
729.991,3.1007323135555557e-07
739.964,2.418278747333334e-07
750.007,1.6533200905555554e-07
