Wavelength (nm),Current (A)
349.99,1.6895877407777783e-09
359.996,2.407178852111111e-09
369.998,3.2683772042222208e-09
379.997,4.955671978777779e-09
389.992,8.169053754666667e-09
399.984,1.2275161074444446e-08
409.971,1.7397496200000003e-08
420.035,2.4149460734444436e-08
430.015,3.0286002070000005e-08
439.991,3.959738478111109e-08
449.963,5.000533936555555e-08
460.01,6.062136949222223e-08
469.973,7.048206515666665e-08
480.012,8.210731951333332e-08
489.966,9.297792706999997e-08
499.995,1.036654483722222e-07
510.02,1.1342406758888889e-07
520.039,1.2201859458888892e-07
529.974,1.3067780862222222e-07
539.984,1.3745730701111107e-07
549.988,1.4345146959999998e-07
559.987,1.5231345267777773e-07
569.981,1.5651852701111104e-07
579.969,1.6018221632222217e-07
590.031,1.6520223944444443e-07
600.008,1.685658083777777e-07
609.979,1.6809288761111115e-07
620.024,1.6266181729999996e-07
629.983,1.6009477797777774e-07
640.016,1.5983536456666668e-07
649.963,1.573234407777779e-07
659.983,1.5049934952222223e-07
669.997,1.4130679462222217e-07
680.004,1.3449101388888893e-07
689.986,1.5709727704444445e-07
699.982,1.6016478393333336e-07
709.971,1.5850172357777772e-07
720.031,1.5182695967777775e-07
730.006,1.4113716806666668e-07
739.974,1.270212819444444e-07
750.014,1.0908075519555554e-07
