Wavelength (nm),Current (A)
349.989,6.461965270222222e-09
359.994,1.2059299910444444e-08
369.997,1.876415154666666e-08
379.995,3.071645204444443e-08
389.991,5.180546433999999e-08
399.982,7.662190908555555e-08
409.97,1.0696149137666664e-07
420.034,1.434574921888889e-07
430.014,1.6914623748888898e-07
439.989,2.0761822151111102e-07
449.961,2.5567404505555564e-07
460.008,3.0597974828888877e-07
469.972,3.511243772444445e-07
480.01,4.0377479553333334e-07
489.964,4.510126267666665e-07
499.993,4.968973943999999e-07
510.018,5.355200221888891e-07
520.037,5.694943295444441e-07
529.972,6.013051695222219e-07
539.982,6.20305823688889e-07
549.986,6.40656736177778e-07
559.985,6.734442975888889e-07
569.979,6.873677338333332e-07
579.967,6.924672905555554e-07
590.029,7.004846609999997e-07
600.006,6.961155313888886e-07
609.977,6.722585306777781e-07
620.021,6.429024823444445e-07
629.981,6.302651653666661e-07
640.013,6.31711373211111e-07
650.039,6.278244107666664e-07
659.98,5.878723838333336e-07
669.994,4.994545676555555e-07
680.001,3.482041090333334e-07
689.983,2.2190063039999993e-07
699.979,9.156165368777776e-08
709.968,2.9637522673333337e-08
720.029,9.335223083e-09
730.004,3.8267750775555555e-09
739.972,2.248392209555556e-09
750.011,1.756031309222222e-09
