Wavelength (nm),Current (A)
349.989,5.4437460735555536e-09
359.994,9.863917996000001e-09
369.997,1.533478133888889e-08
379.995,2.524019052444445e-08
389.991,4.313625495777779e-08
399.982,6.552649321000001e-08
409.97,9.232780198999996e-08
420.034,1.2344106488888892e-07
430.014,1.4402160937777778e-07
439.989,1.7668841789999996e-07
449.961,2.158509144222223e-07
460.008,2.5713065171111116e-07
469.972,2.9441828534444445e-07
480.01,3.3686767526666657e-07
489.964,3.7568157297777754e-07
499.993,4.132857635222222e-07
510.018,4.471026653444444e-07
520.037,4.7566259222222226e-07
529.972,5.02864899111111e-07
539.982,5.199991236111111e-07
549.986,5.35381383833333e-07
559.985,5.621284060888888e-07
569.979,5.709943877777779e-07
579.967,5.784615929555552e-07
590.029,5.902584796111113e-07
600.006,5.968887757666667e-07
609.977,5.859085490999998e-07
620.021,5.664336532666666e-07
629.981,5.549153279777777e-07
640.013,5.532051308666666e-07
650.039,5.450759246222221e-07
659.98,5.238665501444444e-07
669.994,4.908086055444445e-07
680.001,4.3433865037777763e-07
689.983,3.833777962444445e-07
699.979,2.941692182444444e-07
709.968,2.3113667008888868e-07
720.029,1.867547572e-07
730.004,1.489717565666666e-07
739.972,1.112382759655556e-07
750.011,7.455591791777776e-08
