Wavelength (nm),Power (W)
350.005,1.2029026947499993e-07
360.018,1.37797420762e-07
370.028,1.46856266376e-07
380.034,1.7140850261199998e-07
390.036,2.3698986225099999e-07
400.035,3.1779026334999993e-07
410.031,4.132939504499998e-07
420.022,5.020683074800001e-07
430.009,5.494794520499999e-07
439.993,6.318353731899999e-07
449.972,7.356088167200002e-07
460.026,8.341913811600002e-07
469.997,9.171224664200002e-07
479.963,1.0102377143199996e-06
490.005,1.0931221763399998e-06
499.962,1.1715878383700002e-06
509.993,1.24464364087e-06
520.02,1.29840298877e-06
529.963,1.3575164006500003e-06
539.98,1.39382255096e-06
549.992,1.423710232920001e-06
559.998,1.43734866703e-06
570.0,1.4926922222000004e-06
579.995,1.5044385071199987e-06
589.986,1.5196814171799992e-06
599.97,1.5265937003100007e-06
610.028,1.4984313907399992e-06
620.001,1.441511355430001e-06
629.968,1.4098700046899999e-06
640.008,1.3931105940600002e-06
649.963,1.3734269094800006e-06
659.991,1.3226722489299998e-06
670.012,1.2527769996900009e-06
680.026,1.1852802398700001e-06
690.032,1.2728580816699997e-06
700.032,1.3241538522399992e-06
710.026,1.3479923643900014e-06
720.012,1.3491158778999998e-06
729.991,1.3360532466199998e-06
739.964,1.30513798125e-06
750.007,1.2726405668499991e-06
