Wavelength (nm),Power (W)
349.973,1.1269461211600009e-07
359.99,1.3751665790100006e-07
370.003,1.74235880905e-07
380.013,2.402939768649999e-07
390.019,3.2455906603000015e-07
400.022,4.1332244049999996e-07
410.021,5.082601916299999e-07
420.016,6.068251135999998e-07
430.007,6.487726475100005e-07
439.994,7.511370483900001e-07
449.977,8.540501402999996e-07
460.035,9.510830986800007e-07
470.01,1.0366370463500002e-06
479.98,1.1381105806700003e-06
490.025,1.2156754752800004e-06
499.985,1.30051180804e-06
510.021,1.3585099663200003e-06
519.972,1.4202156586700003e-06
529.998,1.47006736317e-06
540.019,1.49046430131e-06
550.034,1.5029058085199996e-06
559.965,1.5650089836600006e-06
569.97,1.5859572983499998e-06
579.97,1.5946667502699998e-06
589.964,1.611213727450001e-06
600.032,1.5994037539099995e-06
610.014,1.5447193402299996e-06
619.991,1.4893180770099998e-06
629.962,1.4520470597099997e-06
640.006,1.4247455459600003e-06
649.964,1.3786861217100004e-06
659.996,1.2979118151000004e-06
670.021,1.21427475654e-06
680.039,1.1405343749499996e-06
690.015,1.2261338076200007e-06
700.014,1.26431952762e-06
710.006,1.2769468957800006e-06
719.99,1.2712731802399997e-06
729.968,1.2516196114099994e-06
740.018,1.2228076240899997e-06
749.981,1.19135315603e-06
