Wavelength (nm),Current (A)
350.006,3.4983753234444457e-09
360.019,5.8100717294444444e-09
370.029,8.487684207888888e-09
380.035,1.3652157083333334e-08
390.038,2.4099025438888892e-08
400.037,3.767473649111111e-08
410.032,5.397935864666668e-08
420.024,7.435803804999999e-08
430.011,9.09505933655555e-08
439.994,1.1501844372222214e-07
449.973,1.4503230346666667e-07
460.028,1.760044005111111e-07
469.999,2.0278176861111122e-07
479.965,2.3312182799999995e-07
490.006,2.613762714999999e-07
499.963,2.870557716333334e-07
509.995,3.108658469555555e-07
520.022,3.3047300606666654e-07
529.965,3.5050102840000024e-07
539.982,3.636496985888888e-07
549.994,3.7626719467777766e-07
560.0,3.8512805876666673e-07
570.002,4.062737334888889e-07
579.998,4.1368782336666673e-07
589.988,4.2216901229999984e-07
599.972,4.301395463999999e-07
610.031,4.266032488888888e-07
620.004,4.1495876756666666e-07
629.971,4.075418901222223e-07
640.011,4.065429586555554e-07
649.966,4.0099768876666655e-07
659.993,3.832485823555556e-07
670.014,3.568826431222223e-07
680.029,3.3064437198888876e-07
690.035,3.460701944444445e-07
700.035,3.4938000467777785e-07
710.028,3.427627208333335e-07
720.015,3.2428107368888874e-07
729.994,2.946136154111112e-07
739.967,2.5471623366666653e-07
750.01,2.0253739392222232e-07
