Wavelength (nm),Power (W)
349.973,1.0998117665699995e-07
359.99,1.3463538344899994e-07
370.003,1.7119980746899998e-07
380.013,2.360548987039999e-07
390.019,3.2091851578000025e-07
400.022,4.093190143499998e-07
410.021,5.031644188399998e-07
420.016,6.027932758600003e-07
430.007,6.4487371901e-07
439.994,7.467769611099997e-07
449.977,8.496924877199997e-07
460.035,9.440699483399991e-07
470.01,1.02966442482e-06
479.98,1.13039153027e-06
490.025,1.2056992074000004e-06
499.985,1.2880207435799996e-06
510.021,1.3533850898300006e-06
519.972,1.4103269364299998e-06
529.998,1.46289715311e-06
540.019,1.4782253373999997e-06
550.034,1.4979757168300005e-06
559.965,1.5552213824199994e-06
569.97,1.5826282111699996e-06
579.97,1.5881097635899991e-06
589.964,1.6117505004299999e-06
600.032,1.59842418836e-06
610.014,1.5429154120300003e-06
619.991,1.48572426444e-06
629.962,1.4517786303199985e-06
640.006,1.4235327814299997e-06
649.964,1.3752793933100002e-06
659.996,1.298875288889999e-06
670.021,1.2123647940599996e-06
680.039,1.1451171556700007e-06
690.015,1.2264255713300004e-06
700.014,1.2659504774000002e-06
710.006,1.2812457543999995e-06
719.99,1.2732203607299991e-06
729.968,1.25498347411e-06
740.018,1.2300991955500001e-06
749.981,1.2002938873800007e-06
