Wavelength (nm),Current (A)
349.989,5.847634237222224e-09
359.994,1.0921187097555556e-08
369.997,1.6966863217777774e-08
379.995,2.8260630777777775e-08
389.991,4.881176774e-08
399.982,7.38323144222222e-08
409.97,1.0350368441666668e-07
420.034,1.3715634914444438e-07
430.014,1.6076223011111112e-07
439.989,1.9564957023333316e-07
449.961,2.398391241333334e-07
460.008,2.8658334890000007e-07
469.972,3.2704643804444435e-07
480.01,3.750765275666666e-07
489.964,4.184509830555554e-07
499.993,4.607120836e-07
510.018,4.984788195111108e-07
520.037,5.30586634722222e-07
529.972,5.606409686777779e-07
539.982,5.799279117333333e-07
549.986,5.986952129444445e-07
559.985,6.295503500000004e-07
569.979,6.394940619555555e-07
579.967,6.473561498444445e-07
590.029,6.613353591222226e-07
600.006,6.70425236488889e-07
609.977,6.537189208444443e-07
620.021,6.317940367999997e-07
629.981,6.233050701333334e-07
640.013,6.227048104888889e-07
650.039,6.051376072e-07
659.98,5.726111036222224e-07
669.994,5.153324905666666e-07
680.001,4.359179433444446e-07
689.983,3.9304656661111106e-07
699.979,3.024797913666667e-07
709.968,2.0829665748888897e-07
720.029,1.248616303111111e-07
730.004,6.529474511777775e-08
739.972,3.0658191091111106e-08
750.011,1.4158991300000002e-08
