Wavelength (nm),Power (W)
349.973,1.12379244962e-07
359.99,1.3741292171300003e-07
370.003,1.742173061049999e-07
380.013,2.38167139015e-07
390.019,3.230258859400002e-07
400.022,4.0957959211999984e-07
410.021,5.032063226100002e-07
420.016,5.995195619399998e-07
430.007,6.392855902900001e-07
439.994,7.383632958899999e-07
449.977,8.359850076699997e-07
460.035,9.308250148299998e-07
470.01,1.0110176680299997e-06
479.98,1.10879166951e-06
490.025,1.1852976629600004e-06
499.985,1.2650582641299994e-06
510.021,1.3241837483999995e-06
519.972,1.3841214467399994e-06
529.998,1.4361440600200006e-06
540.019,1.457151487899999e-06
550.034,1.4668446692500003e-06
559.965,1.5249236241599994e-06
569.97,1.5422849236400002e-06
579.97,1.55477882342e-06
589.964,1.5746792462699988e-06
600.032,1.5633034484999993e-06
610.014,1.50874172506e-06
619.991,1.452825810590001e-06
629.962,1.4192906592700004e-06
640.006,1.3897748550900004e-06
649.964,1.3426431718100001e-06
659.996,1.26863068946e-06
670.021,1.1936071581000003e-06
680.039,1.1266173305099997e-06
690.015,1.2320354557199998e-06
700.014,1.270214959820001e-06
710.006,1.2839559815699996e-06
719.99,1.2762336825499998e-06
729.968,1.2552830912699998e-06
740.018,1.2251760253799992e-06
749.981,1.1930504968000002e-06
