Wavelength (nm),Power (W)
349.973,1.1042962703900006e-07
359.99,1.3517605523499998e-07
370.003,1.7127225739e-07
380.013,2.3557266991899994e-07
390.019,3.2075149721999996e-07
400.022,4.0874036327000005e-07
410.021,5.038014512900001e-07
420.016,6.0252733194e-07
430.007,6.432554326900002e-07
439.994,7.435798173200004e-07
449.977,8.435480586400001e-07
460.035,9.395526274799992e-07
470.01,1.0252680124099997e-06
479.98,1.12800284198e-06
490.025,1.20846875132e-06
499.985,1.2931306497100007e-06
510.021,1.3550628358800002e-06
519.972,1.4202058196500004e-06
529.998,1.4699689853399998e-06
540.019,1.4851934139600004e-06
550.034,1.5000007642100005e-06
559.965,1.5602214955200008e-06
569.97,1.5851916583799992e-06
579.97,1.5901978640000001e-06
589.964,1.6092498759799997e-06
600.032,1.5979757239399998e-06
610.014,1.5405293493199993e-06
619.991,1.4858636876900002e-06
629.962,1.448517118689999e-06
640.006,1.4204368341799994e-06
649.964,1.3735083473699998e-06
659.996,1.2970079631400004e-06
670.021,1.2149723460700006e-06
680.039,1.1450277526499999e-06
690.015,1.2381362784599998e-06
700.014,1.2743938429700005e-06
710.006,1.2883472186599998e-06
719.99,1.2829488906400007e-06
729.968,1.2613128933300006e-06
740.018,1.2313206366799996e-06
749.981,1.2034106575099998e-06
