Wavelength (nm),Power (W)
350.005,1.0881373822300003e-07
360.018,1.2959239128500001e-07
370.028,1.4878208403999992e-07
380.034,1.82954993522e-07
390.036,2.4772796080000003e-07
400.035,3.209217952e-07
410.031,4.028346985099999e-07
420.022,4.8940516463e-07
430.009,5.363230829199999e-07
439.993,6.177292618399997e-07
449.972,7.188944721800003e-07
460.026,8.15605077389999e-07
469.997,8.980129086199999e-07
479.963,9.889604800499995e-07
490.005,1.0699498878599997e-06
499.962,1.1473307326899989e-06
509.993,1.22080174521e-06
520.02,1.2756121474600001e-06
529.963,1.3345842854300007e-06
539.98,1.3725886651699994e-06
549.992,1.4043766281000007e-06
559.998,1.4186832691999998e-06
570.0,1.4754712936500006e-06
579.995,1.4895892172899996e-06
589.986,1.5047523687200004e-06
599.97,1.5141670735999995e-06
610.028,1.4857640178699997e-06
620.001,1.4289037205199998e-06
629.968,1.3955119903000001e-06
640.008,1.3756377637899998e-06
649.963,1.3542810563800006e-06
659.991,1.3052362584799988e-06
670.012,1.2365152679000004e-06
680.026,1.1656834107200007e-06
690.032,1.2814292785399998e-06
700.032,1.330722880039999e-06
710.026,1.356819715819999e-06
720.012,1.3571824950799998e-06
729.991,1.34056756106e-06
739.964,1.3148082597699998e-06
750.007,1.2793088598600004e-06
