Wavelength (nm),Current (A)
349.973,5.07828107211111e-09
359.99,8.204080233999996e-09
370.003,1.2765553341111111e-08
380.013,2.214235953777778e-08
390.019,3.616364331222222e-08
400.022,5.298603164333336e-08
410.021,7.386798654999999e-08
420.016,9.901104948888889e-08
430.007,1.1706407825555549e-07
439.994,1.4735990072222216e-07
449.977,1.7914403421111113e-07
460.035,2.112986014222222e-07
470.01,2.406582278777777e-07
479.98,2.731307582888887e-07
490.025,3.012814261555556e-07
499.985,3.2947770512222235e-07
510.021,3.52547282611111e-07
519.972,3.745127512888889e-07
529.998,3.938307049000001e-07
540.019,4.0513349565555543e-07
550.034,4.144207284333333e-07
559.965,4.3735168431111086e-07
569.97,4.5032602362222215e-07
579.97,4.582702928111112e-07
589.964,4.6957697705555567e-07
600.032,4.717443984888888e-07
610.014,4.601493151444447e-07
619.991,4.468892807444444e-07
629.962,4.3927278941111125e-07
640.006,4.324555648666667e-07
649.964,4.1617284085555535e-07
659.996,3.8869984943333334e-07
670.021,3.584448906888889e-07
680.039,3.3091105220000014e-07
690.015,3.4201635147777787e-07
700.014,3.447337786444443e-07
710.006,3.380664192333334e-07
719.99,3.2093473011111114e-07
729.968,2.933307420111111e-07
740.018,2.540550684000001e-07
749.981,2.0105607112222224e-07
